192 204 78.645302 2
192 283 354.026 2
193 194 291.42401 2
194 195 159.21419 2
195 196 21.293219 1
196 197 22.717361 1
197 287 71.917152 2
198 199 355.98053 2
198 235 29.2215 1
198 288 43.260601 2
199 382 9000.0 2
200 201 116.472 2
200 306 120.573 2
200 307 217.299 2
201 203 107.154 2
202 203 220.082 2
204 205 265.74899 2
204 206 329.40701 2
205 211 169.659 2
206 207 388.60101 2
206 284 52.1479 2
206 285 136.735 1
207 208 424.52802 2
208 209 267.29199 2
208 307 304.827 2
208 309 485.76599 2
208 313 278.15799 2
209 210 144.862 2
210 211 119.001 2
213 214 129.533 2
213 215 95.194199 2
213 351 56.289001 2
213 366 59.641602 2
214 216 97.614403 1
214 217 68.832199 2
215 216 78.730598 1
215 379 65.012199 2
217 225 74.275803 2
218 219 36.245998 2
218 220 97.4925 1
218 381 10900.0 2
219 224 127.613 2
220 223 74.273598 1
221 222 104.941 2
221 225 82.399101 2
221 352 76.292503 2
222 226 606.96503 2
223 379 206.467 2
226 291 196.41701 2
227 228 29.122601 2
227 229 29.169201 2
229 231 26.742901 2
230 231 83.891197 2
232 233 12.962175 1
232 234 38.39896 1
233 236 22.535534 1
234 239 157.46611 2
234 288 36.554859 2
236 237 14.296999 1
237 238 39.758087 1
239 282 444.59399 2
239 286 197.38582 1
240 241 42.758228 1
241 242 43.188961 1
242 243 57.76757 1
243 370 65.33374 1
244 245 79.8172 2
245 246 91.124199 2
246 247 325.61899 2
246 249 288.901 2
248 249 290.47339 2
251 252 447.694 2
252 253 367.815 2
252 254 312.97778 2
255 256 199.48381 2
257 258 62.133972 2
258 259 67.841789 2
259 260 280.98444 2
260 261 36.531612 2
261 262 232.71684 2
262 263 134.21246 2
264 265 531.33398 2
264 291 78.419998 2
264 292 56.0424 2
266 375 101.974 2
268 269 125.594 2
268 374 124.619 2
269 270 105.645 2
270 380 15.168 2
271 272 242.528 2
271 292 73.785202 2
271 293 64.788399 2
272 277 126.269 2
273 274 139.64799 2
274 275 278.28601 2
276 279 56.178299 2
278 279 66.442101 2
280 281 382.97501 2
280 282 281.29199 2
281 285 142.32401 2
281 298 149.453 2
282 283 323.686 2
283 284 14.1776 2
284 285 145.248 1
286 287 14.607692 2
286 290 19.396505 1
288 289 21.965521 1
289 290 17.54073 1
293 294 155.99899 2
295 296 181.605 2
295 339 80.445602 2
296 297 687.22803 2
296 298 217.748 2
297 308 409.34399 2
297 324 91.741203 2
297 338 382.784 2
298 353 71.886299 2
299 303 198.29965 1
299 304 500.37408 2
299 382 9000.0 2
300 301 232.646 2
300 302 341.12616 2
301 305 122.497 2
302 311 74.691849 2
303 317 313.612 1
304 327 80.5774 2
304 328 188.246 1
305 306 296.741 2
308 309 414.276 2
309 310 479.36499 2
310 322 25.692301 2
311 312 57.643986 2
312 314 65.902985 2
313 324 74.7024 2
314 315 115.032 2
315 316 79.9142 2
316 319 109.233 2
316 321 192.813 1
317 346 91.8451 1
318 319 153.246 2
318 325 67.552116 1
318 326 90.313904 2
320 321 375.397 1
320 329 109.066 1
322 323 183.929 2
325 345 99.171318 1
326 327 78.631599 2
328 329 170.7 2
328 345 106.87012 1
328 346 116.098 1
329 330 148.67799 1
329 331 182.465 2
329 334 141.116 1
330 344 67.714401 1
331 343 190.88499 2
332 333 85.474785 1
332 334 75.491203 1
332 336 164.68188 1
333 342 59.550915 1
335 336 149.3522 1
335 344 107.46454 1
335 347 56.994389 1
336 341 277.50711 2
337 338 390.147 2
337 350 76.973297 2
337 367 48.069901 1
339 340 285.70901 2
340 341 211.286 2
342 343 179.16386 1
343 364 86.561897 1
343 366 167.14 2
343 367 34.660301 1
347 365 57.915882 1
348 349 72.936798 2
348 350 41.922401 2
348 351 55.505798 2
349 363 49.4972 2
352 357 204.453 2
353 358 626.33197 2
354 355 180.15401 2
355 356 162.828 2
356 357 158.38 2
358 359 122.14 2
359 360 71.613098 2
360 361 215.66499 2
361 362 58.587502 2
362 363 387.20099 2
364 365 61.119328 1
366 368 102.711 1
368 379 86.500801 1
372 373 66.844902 2
372 374 274.30801 2
373 375 87.548401 2
376 377 131.995 2
377 378 92.249496 2
